,nan,transgender female,intersex,fa'afafine,transgender,American football player,Gender fluid,sociologist,transgender male,female creature,male creature,woman,genderqueer,female,male,kathoey
Q39631|Q14128148|,,,,,,,,,,,,,,,1.0,
Q39631|Q1433105|,,,,,,,,,,,,,,1.0,,
Q39631|Q143|Q860918|,,,,,,,,,,,,,,,1.0,
Q39631|Q14467526|,,,,,,,,,,,,,,1.0,6.0,
Q39631|Q14467526|Q182436|Q15985128|Q16267607|,,,,,,,,,,,,,,,1.0,
Q39631|Q14467526|Q333634|,,,,,,,,,,,,,,,1.0,
Q39631|Q14467526|Q333634|Q175151|,,,,,,,,,,,,,,,1.0,
Q39631|Q1475726|,,,,,,,,,,,,,,,1.0,
Q39631|Q1476215|,,,,,,,,,,,,,,1.0,,
Q39631|Q14915627|,,,,,,,,,,,,,,,3.0,
Q39631|Q14946079|,,,,,,,,,,,,,,,13.0,
Q39631|Q14946079|Q1231865|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q13382566|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q15634285|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q1622272|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q3621491|,,,,,,,,,,,,,,,1.0,
Q39631|Q14946079|Q6337803|,,,,,,,,,,,,,,,1.0,
Q39631|Q14972848|,,,,,,,,,,,,,,,1.0,
Q39631|Q15059856|,,,,,,,,,,,,,,,14.0,
Q39631|Q15059856|Q6337803|,,,,,,,,,,,,,,,1.0,
Q39631|Q15253558|,,,,,,,,,,,,,,,2.0,
Q39631|Q15295720|Q27349|,,,,,,,,,,,,,,,1.0,
Q39631|Q1530343|Q82955|,,,,,,,,,,,,,,1.0,,
Q39631|Q1540278|Q482980|Q18814623|,,,,,,,,,,,,,,1.0,,
Q39631|Q15472169|,,,,,,,,,,,,,,,1.0,
Q39631|Q155647|,,,,,,,,,,,,,,,1.0,
Q39631|Q155647|Q11063|Q1234713|,,,,,,,,,,,,,,,1.0,
Q39631|Q155647|Q12328016|Q14915627|Q16031530|,,,,,,,,,,,,,,,1.0,
Q39631|Q155647|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q15618389|,,,,,,,,,,,,,,,10.0,
Q39631|Q15618389|Q15924224|,,,,,,,,,,,,,,,2.0,
Q39631|Q15634281|,,,,,,,,,,,,,,,2.0,
Q39631|Q15634281|Q15816836|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634281|Q202883|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634281|Q2722764|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634281|Q2919046|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634281|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634285|,,,,,,,,,,,,,,,5.0,
Q39631|Q15634285|Q1476215|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634285|Q16062369|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634285|Q2919046|,,,,,,,,,,,,,,1.0,,
Q39631|Q15634285|Q350979|Q18814623|,,,,,,,,,,,,,,,1.0,
Q39631|Q15634285|Q864503|,,,,,,,,,,,,,,,1.0,
Q39631|Q1569495|,,,,,,,,,,,,,,,1.0,
Q39631|Q1569495|Q774306|,,,,,,,,,,,,,,,1.0,
Q39631|Q1569495|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q157146|,,,,,,,,,,,,,,,1.0,
Q39631|Q15814242|,,,,,,,,,,,,,,,20.0,
Q39631|Q15814242|Q16031527|,,,,,,,,,,,,,,,1.0,
Q39631|Q15814242|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q15816836|,,,,,,,,,,,,,,,9.0,
Q39631|Q15816836|Q15634281|,,,,,,,,,,,,,,,1.0,
Q39631|Q15839136|Q901|Q205375|,,,,,,,,,,,,,,,1.0,
Q39631|Q15839237|Q2919046|,,,,,,,,,,,,,,1.0,,
Q39631|Q15921002|,,,,,,,,,,,,,,,6.0,
Q39631|Q15921002|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q15924224|,,,,,,,,,,,,,,1.0,80.0,
Q39631|Q15924224|Q15814242|,,,,,,,,,,,,,,,1.0,
Q39631|Q15924224|Q1900167|Q212980|,,,,,,,,,,,,,,,1.0,
Q39631|Q15949613|Q6625963|Q11774156|,,,,,,,,,,,,,,,1.0,
Q39631|Q15954519|,,,,,,,,,,,,,,,1.0,
Q39631|Q1595570|,,,,,,,,,,,,,,,1.0,
Q39631|Q15958754|Q329455|,,,,,,,,,,,,,,1.0,,
Q39631|Q15978192|,,,,,,,,,,,,,,,2.0,
Q39631|Q15978192|Q16755977|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q15978963|Q901402|,,,,,,,,,,,,,,,1.0,
Q39631|Q15981151|,,,,,,,,,,,,,,,1.0,
Q39631|Q15985128|,,,,,,,,,,,,,,,3.0,
Q39631|Q15991187|,,,,,,,,,,,,,,,3.0,
Q39631|Q16030727|,,,,,,,,,,,,,,,12.0,
Q39631|Q16030727|Q11815360|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q16030727|Q774306|,,,,,,,,,,,,,,,2.0,
Q39631|Q16030727|Q974144|,,,,,,,,,,,,,,,1.0,
Q39631|Q16031226|,,,,,,,,,,,,,,,1.0,
Q39631|Q16031394|,,,,,,,,,,,,,,1.0,14.0,
Q39631|Q16031394|Q3410028|Q639669|Q1792450|Q14915627|Q822146|Q10732476|,,,,,,,,,,,,,,,1.0,
Q39631|Q16031394|Q82955|Q486839|,,,,,,,,,,,,,,,1.0,
Q39631|Q16031527|,,,,,,,,,,,,,,,2.0,
Q39631|Q16062369|,,,,,,,,,,,,,,,10.0,
Q39631|Q16062369|Q15814242|,,,,,,,,,,,,,,,1.0,
Q39631|Q16062369|Q27349|,,,,,,,,,,,,,,,1.0,
Q39631|Q16062369|Q860918|,,,,,,,,,,,,,,,1.0,
Q39631|Q16062369|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q16062414|,,,,,,,,,,,,,,,9.0,
Q39631|Q16062414|Q10872101|,,,,,,,,,,,,,,,1.0,
Q39631|Q1607826|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|,,,,,,,,,,,,,,1.0,53.0,
Q39631|Q1622272|Q10872101|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q131524|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q13638192|Q2640827|,,,,,,,,,,,,,,1.0,,
Q39631|Q1622272|Q15839206|,,,,,,,,,,,,,,1.0,,
Q39631|Q1622272|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q1607826|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q1622272|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q1650915|,,,,,,,,,,,,,,1.0,,
Q39631|Q1622272|Q189290|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q2114605|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q2114605|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q36180|Q18533509|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q482980|,,,,,,,,,,,,,,,2.0,
Q39631|Q1622272|Q4991371|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q6337803|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q774306|,,,,,,,,,,,,,,,2.0,
Q39631|Q1622272|Q82955|,,,,,,,,,,,,,,,7.0,
Q39631|Q1622272|Q82955|Q193391|,,,,,,,,,,,,,,,1.0,
Q39631|Q1622272|Q82955|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q16271428|Q16031527|,,,,,,,,,,,,,,,1.0,
Q39631|Q16287483|,,,,,,,,,,,,,,,1.0,
Q39631|Q16287483|Q10732476|,,,,,,,,,,,,,,,1.0,
Q39631|Q16287483|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q16335101|,,,,,,,,,,,,,,,1.0,
Q39631|Q1636680|,,,,,,,,,,,,,,,1.0,
Q39631|Q1650915|,1.0,,,,,,,,,,,,,1.0,2.0,
Q39631|Q1650915|Q13416803|,,,,,,,,,,,,,,,1.0,
Q39631|Q1650915|Q482980|,,,,,,,,,,,,,,1.0,,
Q39631|Q1662561|,,,,,,,,,,,,,,,2.0,
Q39631|Q169470|,,,,,,,,,,,,,,,8.0,
Q39631|Q169470|Q37226|,,,,,,,,,,,,,,,1.0,
Q39631|Q169470|Q520549|,,,,,,,,,,,,,,,1.0,
Q39631|Q169470|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q170790|,,,,,,,,,,,,,,,4.0,
Q39631|Q170790|Q11063|,,,,,,,,,,,,,,,1.0,
Q39631|Q170790|Q13416803|Q49757|Q6625963|Q17156912|,,,,,,,,,,,,,,,1.0,
Q39631|Q170790|Q4964182|Q3068305|,,,,,,,,,,,,,,,1.0,
Q39631|Q17307272|,,,,,,,,,,,,,,,2.0,
Q39631|Q17345122|,,,,,,,,,,,,,,,2.0,
Q39631|Q1734662|,,,,,,,,,,,,,,,1.0,
Q39631|Q17505002|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q1781198|,,,,,,,,,,,,,,,3.0,
Q39631|Q18120029|Q17167049|,,,,,,,,,,,,,,,1.0,
Q39631|Q182436|,,,,,,,,,,,,,,,2.0,
Q39631|Q182436|Q1607826|,,,,,,,,,,,,,,,1.0,
Q39631|Q18325491|Q11900058|Q15921002|,,,,,,,,,,,,,,,1.0,
Q39631|Q185196|,,,,,,,,,,,,,,2.0,3.0,
Q39631|Q18533509|,,,,,,,,,,,,,,1.0,7.0,
Q39631|Q18534566|,,,,,,,,,,,,,,,1.0,
Q39631|Q18534566|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q185351|,,,,,,,,,,,,,,,2.0,
Q39631|Q185351|Q16062414|,,,,,,,,,,,,,,,1.0,
Q39631|Q186360|,,,,,,,,,,,,,,1.0,,
Q39631|Q18805|,,,,,,,,,,,,,,,27.0,
Q39631|Q18805|Q1028181|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q13416354|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q15921002|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q2487799|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q350979|,,,,,,,,,,,,,,,2.0,
Q39631|Q18805|Q36180|,,,,,,,,,,,,,,,3.0,
Q39631|Q18805|Q482980|Q350979|Q15921002|Q2374149|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q49757|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q593644|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q831474|Q15921002|,,,,,,,,,,,,,,,1.0,
Q39631|Q18805|Q901402|,,,,,,,,,,,,,,,1.0,
Q39631|Q188094|Q49757|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q18814623|,,,,,,,,,,,,,,2.0,2.0,
Q39631|Q18890587|,,,,,,,,,,,,,,,4.0,
Q39631|Q18921227|,,,,,,,,,,,,,,1.0,,
Q39631|Q189290|,,,,,,,,,,,,,,,7.0,
Q39631|Q189290|Q13382576|Q1231865|,,,,,,,,,,,,,,,1.0,
Q39631|Q189290|Q81096|,,,,,,,,,,,,,,,1.0,
Q39631|Q189290|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q1900167|,,,,,,,,,,,,,,,3.0,
Q39631|Q1900167|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q1900167|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q1900167|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q1900167|Q482980|Q15924224|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q1930187|,,,,,,,,,,,,,,4.0,8.0,
Q39631|Q1930187|Q193391|,,,,,,,,,,,,,,,1.0,
Q39631|Q1930187|Q33999|,,,,,,,,,,,,,,1.0,,
Q39631|Q1930187|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q1930187|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q1930187|Q82955|,,,,,,,,,,,,,,1.0,2.0,
Q39631|Q193391|,,,,,,,,,,,,,,1.0,5.0,
Q39631|Q193391|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q1955150|,,,,,,,,,,,,,,,1.0,
Q39631|Q1979607|,,,,,,,,,,,,,,,1.0,
Q39631|Q19827985|,,,,,,,,,,,,,,,1.0,
Q39631|Q19842026|,,,,,,,,,,,,,,,1.0,
Q39631|Q19842050|,,,,,,,,,,,,,,,1.0,
Q39631|Q2004963|,,,,,,,,,,,,,,,2.0,
Q39631|Q201788|,,,,,,,,,,,,,,,22.0,
Q39631|Q201788|Q36180|,,,,,,,,,,,,,,,3.0,
Q39631|Q201788|Q36180|Q901|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q201788|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q201788|Q639669|,,,,,,,,,,,,,,,1.0,
Q39631|Q201788|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q201788|Q82955|Q30185|,,,,,,,,,,,,,,,2.0,
Q39631|Q202883|,,,,,,,,,,,,,,,4.0,
Q39631|Q202883|Q10872101|,,,,,,,,,,,,,,,1.0,
Q39631|Q202883|Q1231865|,,,,,,,,,,,,,,,1.0,
Q39631|Q202883|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q203337|,,,,,,,,,,,,,,1.0,,
Q39631|Q205375|,,,,,,,,,,,,,,,7.0,
Q39631|Q205375|Q82955|Q169470|,,,,,,,,,,,,,,,1.0,
Q39631|Q2066131|,,,,,,,,,,,,,,1.0,1.0,
Q39631|Q20725072|,,,,,,,,,,,,,,,7.0,
Q39631|Q20751419|,,,,,,,,,,,,,,,1.0,
Q39631|Q207978|,,,,,,,,,,,,,,,1.0,
Q39631|Q208165|Q61509|,,,,,,,,,,,,,,,1.0,
Q39631|Q2095549|,,,,,,,,,,,,,,1.0,,
Q39631|Q2095549|Q11631|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|,,,,,,,,,,,,,,6.0,70.0,
Q39631|Q211346|Q121594|,,,,,,,,,,,,,,,3.0,
Q39631|Q211346|Q1371378|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q15978192|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q1900167|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q20725072|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q212980|,,,,,,,,,,,,,,1.0,,
Q39631|Q211346|Q212980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q3410028|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q4773904|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q6625963|Q11774202|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q211346|Q9385011|,,,,,,,,,,,,,,,1.0,
Q39631|Q2114605|,,,,,,,,,,,,,,2.0,12.0,
Q39631|Q2114605|Q105186|Q205375|Q15618389|,,,,,,,,,,,,,,,1.0,
Q39631|Q2114605|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q212238|,,,,,,,,,,,,,,,3.0,
Q39631|Q212238|Q4773904|,,,,,,,,,,,,,,,1.0,
Q39631|Q212238|Q82955|,,,,,,,,,,,,,,1.0,,
Q39631|Q212948|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|,,,,,,,,,,,,,,1.0,12.0,
Q39631|Q212980|Q211346|,,,,,,,,,,,,,,,2.0,
Q39631|Q212980|Q211346|Q3410028|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q2306091|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q3410028|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q36180|,,,,,,,,,,,,,,,3.0,
Q39631|Q212980|Q36180|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q860918|,,,,,,,,,,,,,,,1.0,
Q39631|Q212980|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q214917|,,,,,,,,,,,,,,,2.0,
Q39631|Q214917|Q6625963|Q49757|,,,,,,,,,,,,,,,1.0,
Q39631|Q214917|Q82955|Q49757|,,,,,,,,,,,,,,,1.0,
Q39631|Q219477|,,,,,,,,,,,,,,1.0,8.0,
Q39631|Q2251335|,,,,,,,,,,,,,,,9.0,
Q39631|Q2259532|,,,,,,,,,,,,,,,4.0,
Q39631|Q2306091|,,,,,,,,,,,,,,,1.0,
Q39631|Q2306091|Q36180|Q47064|,,,,,,,,,,,,,,,1.0,
Q39631|Q2309784|,,,,,,,,,,,,,,,1.0,
Q39631|Q2310145|,,,,,,,,,,,,,,,2.0,
Q39631|Q2374149|,,,,,,,,,,,,,,,44.0,
Q39631|Q2374149|Q105186|Q2114605|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q155647|Q105186|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q1622272|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q16334509|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q2487799|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q593644|,,,,,,,,,,,,,,,1.0,
Q39631|Q2374149|Q758780|,,,,,,,,,,,,,,,1.0,
Q39631|Q2419397|,,,,,,,,,,,,,,1.0,,
Q39631|Q2462658|,,,,,,,,,,,,,,,2.0,
Q39631|Q2487799|,,,,,,,,,,,,,,,1.0,
Q39631|Q2516866|,,,,,,,,,,,,,,,2.0,
Q39631|Q2516866|Q1028181|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q2576499|,,,,,,,,,,,,,,,2.0,
Q39631|Q2576499|Q14946079|,,,,,,,,,,,,,,,1.0,
Q39631|Q2576499|Q15618389|,,,,,,,,,,,,,,,1.0,
Q39631|Q2576499|Q1930187|,,,,,,,,,,,,,,,1.0,
Q39631|Q2627699|,,,,,,,,,,,,,,,1.0,
Q39631|Q2640827|,,,,,,,,,,,,,,1.0,3.0,
Q39631|Q2640827|Q13638192|,,,,,,,,,,,,,,,2.0,
Q39631|Q2640827|Q185196|,,,,,,,,,,,,,,,1.0,
Q39631|Q2640827|Q18534566|,,,,,,,,,,,,,,,1.0,
Q39631|Q2705098|,,,,,,,,,,,,,,1.0,,
Q39631|Q2732142|,,,,,,,,,,,,,,,2.0,
Q39631|Q2732142|Q8246794|,,,,,,,,,,,,,,,1.0,
Q39631|Q27349|,,,,,,,,,,,,,,,8.0,
Q39631|Q27349|Q15814242|,,,,,,,,,,,,,,,1.0,
Q39631|Q27349|Q774306|,,,,,,,,,,,,,,,1.0,
Q39631|Q28837|,,,,,,,,,,,,,,,3.0,
Q39631|Q2917466|,,,,,,,,,,,,,,,1.0,
Q39631|Q2919046|,,,,,,,,,,,,,,1.0,2.0,
Q39631|Q2919046|Q1650915|Q1622272|,,,,,,,,,,,,,,,1.0,
Q39631|Q2919046|Q2114605|Q105186|,,,,,,,,,,,,,,,1.0,
Q39631|Q2919046|Q482980|,,,,,,,,,,,,,,,1.0,
Q39631|Q2919046|Q901|,,,,,,,,,,,,,,,4.0,
Q39631|Q2920595|,,,,,,,,,,,,,,,1.0,
Q39631|Q2961975|,,,,,,,,,,,,,,,1.0,
Q39631|Q3054728|,,,,,,,,,,,,,,1.0,,
Q39631|Q3055126|,,,,,,,,,,,,,,,9.0,
Q39631|Q3055126|Q4773904|,,,,,,,,,,,,,,,1.0,
Q39631|Q3055126|Q5468707|,,,,,,,,,,,,,,,1.0,
Q39631|Q3075052|,,,,,,,,,,,,,,,1.0,
Q39631|Q3126128|,,,,,,,,,,,,,,,5.0,
Q39631|Q3126128|Q15059856|,,,,,,,,,,,,,,,1.0,
Q39631|Q3126128|Q15634285|,,,,,,,,,,,,,,,1.0,
Q39631|Q3126128|Q864503|,,,,,,,,,,,,,,,1.0,
Q39631|Q3154693|Q2403813|Q2019652|,,,,,,,,,,,,,,,1.0,
Q39631|Q3242115|,,,,,,,,,,,,,,,2.0,
Q39631|Q3246315|,,,,,,,,,,,,,,,1.0,
Q39631|Q3246315|Q774306|Q14128148|,,,,,,,,,,,,,,,1.0,
Q39631|Q33231|,,,,,,,,,,,,,,,8.0,
Q39631|Q33231|Q18533509|,,,,,,,,,,,,,,,1.0,
Q39631|Q33231|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q333634|,,,,,,,,,,,,,,,8.0,
Q39631|Q333634|Q1234713|,,,,,,,,,,,,,,,1.0,
Q39631|Q333634|Q15991187|,,,,,,,,,,,,,,,1.0,
Q39631|Q333634|Q36180|Q49757|,,,,,,,,,,,,,,,1.0,
Q39631|Q333634|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q3378595|Q2114605|,,,,,,,,,,,,,,,1.0,
Q39631|Q33999|,,,,,,,,,,,,,,2.0,3.0,
Q39631|Q3410028|,,,,,,,,,,,,,,,2.0,
Q39631|Q3410028|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q350979|,,,,,,,,,,,,,,,10.0,
Q39631|Q350979|Q1231865|,,,,,,,,,,,,,,,1.0,
Q39631|Q350979|Q14946079|,,,,,,,,,,,,,,,1.0,
Q39631|Q350979|Q18805|Q1662561|,,,,,,,,,,,,,,,1.0,
Q39631|Q350979|Q2374149|,,,,,,,,,,,,,,,1.0,
Q39631|Q350979|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|,,,,,,,,,,,,,,8.0,163.0,
Q39631|Q36180|Q1086863|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q121594|Q212071|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q121594|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q1622272|,,,,,,,,,,,,,,,2.0,
Q39631|Q36180|Q1622272|Q16031394|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q169470|,,,,,,,,,,,,,,1.0,,
Q39631|Q36180|Q1792450|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q18805|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q1930187|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q211346|,,,,,,,,,,,,,,,2.0,
Q39631|Q36180|Q212980|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q214917|,,,,,,,,,,,,,,,3.0,
Q39631|Q36180|Q3363630|Q3242115|Q27349|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q33999|Q214917|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q3621491|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q42603|Q333634|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q47064|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q483501|Q1028181|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q4964182|,,,,,,,,,,,,,,,2.0,
Q39631|Q36180|Q49757|,,,,,,,,,,,,,,,3.0,
Q39631|Q36180|Q49757|Q12299841|Q6625963|Q82955|Q11774202|Q214917|Q18814623|Q8178443|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q58968|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q6625963|,,,,,,,,,,,,,,,2.0,
Q39631|Q36180|Q6625963|Q774306|Q28389|Q11774202|Q214917|Q18814623|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q8142883|Q211346|,,,,,,,,,,,,,,,1.0,
Q39631|Q36180|Q82955|,,,,,,,,,,,,,,,5.0,
Q39631|Q3621491|,,,,,,,,,,,,,,,4.0,
Q39631|Q3621491|Q1622272|,,,,,,,,,,,,,,,1.0,
Q39631|Q3621491|Q17488316|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q36834|,,,,,,,,,,,,,,,3.0,
Q39631|Q36834|Q1028181|Q15981151|,,,,,,,,,,,,,,,1.0,
Q39631|Q36834|Q10873124|,,,,,,,,,,,,,,,1.0,
Q39631|Q37226|,,,,,,,,,,,,,,3.0,23.0,
Q39631|Q37226|Q1930187|Q82955|Q15627169|,,,,,,,,,,,,,,,1.0,
Q39631|Q37226|Q36834|Q14915627|Q16145150|Q16031530|,,,,,,,,,,,,,,,1.0,
Q39631|Q37226|Q774306|,,,,,,,,,,,,,,,1.0,
Q39631|Q37226|Q82955|,,,,,,,,,,,,,,,7.0,
Q39631|Q3779582|,,,,,,,,,,,,,,,3.0,
Q39631|Q3779582|Q15634281|,,,,,,,,,,,,,,,1.0,
Q39631|Q3779582|Q189290|Q20725072|,,,,,,,,,,,,,,,1.0,
Q39631|Q3779582|Q20751419|,,,,,,,,,,,,,,1.0,,
Q39631|Q3779582|Q2919046|,,,,,,,,,,,,,,,1.0,
Q39631|Q3779582|Q901|,,,,,,,,,,,,,,,1.0,
Q39631|Q396316|,,,,,,,,,,,,,,,1.0,
Q39631|Q40348|,,,,,,,,,,,,,,1.0,2.0,
Q39631|Q4182927|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q4229607|,,,,,,,,,,,,,,,1.0,
Q39631|Q42603|,,,,,,,,,,,,,,,1.0,
Q39631|Q42603|Q49757|Q36180|Q2259532|,,,,,,,,,,,,,,,1.0,
Q39631|Q4263842|Q36180|,,,,,,,,,,,,,,,1.0,
Q39631|Q42973|Q3621491|,,,,,,,,,,,,,,,1.0,
Q39631|Q432386|,,,,,,,,,,,,,,,1.0,
Q39631|Q43845|,,,,,,,,,,,,,,,2.0,
Q39631|Q451286|,,,,,,,,,,,,,,,1.0,
Q39631|Q4610556|Q482980|Q2576499|,,,,,,,,,,,,,,,1.0,
Q39631|Q462390|,,,,,,,,,,,,,,1.0,9.0,
Q39631|Q462390|Q1231865|,,,,,,,,,,,,,,,1.0,
Q39631|Q462390|Q205375|,,,,,,,,,,,,,,,1.0,
Q39631|Q47064|,,,,,,,,,,,,,,,1.0,
Q39631|Q4726509|,,,,,,,,,,,,,,,1.0,
Q39631|Q4773904|,,,,,,,,,,,,,,,13.0,
Q39631|Q4773904|Q15634281|,,,,,,,,,,,,,,,1.0,
Q39631|Q4773904|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q4773904|Q3621491|Q212980|Q4964182|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q4773904|Q82955|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|,,,,,,,,,,,,,,4.0,36.0,
Q39631|Q482980|Q15618389|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q15924224|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q169470|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q201788|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q2374149|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q39631|Q482980|Q593644|,,,,,,,,,,,,,,,1.0,
